number,state,state_reason,title,url,updated_at,body_sha256,retrieved_comments,comments_sha256,reviewer,method
19,closed,completed,[MEDIUM] MCP connection never checkpointed on shutdown,https://github.com/alphaonedev/ai-memory-mcp/issues/19,2026-04-02T20:09:53Z,799b6168702632dae89228b7df2184ac6cc28685b269252e6f4649d66d955be5,1,d9972fd3dd3fc7f04eba66811d61f7bb0f3133e1626db24b22b3fc75171dc35b,security,full-input automated screen; bounded body/closure panel screen; selected threads read fully
18,closed,completed,[MEDIUM] Race condition in update_memory handler,https://github.com/alphaonedev/ai-memory-mcp/issues/18,2026-04-02T20:09:54Z,cb7614cd042456aa3ccc7199b3692f8b2957f59442416eed40863cabbad31348,1,2027b709e5dda2c530fc191c0bdc4efd89c8c2ee72bb019ab3c4e4b8f531143d,enterprise,full-input automated screen; bounded body/closure panel screen; selected threads read fully
21,closed,completed,[MEDIUM] MCP: non-string array elements silently filtered,https://github.com/alphaonedev/ai-memory-mcp/issues/21,2026-04-02T20:09:50Z,8df8bdd0316bcc9d39e544764808cdbe1785b508532292c123fa84e5d44bdec7,1,10a24386c6a9f25cba6240b04887d347224aaabecd8534e7d5698efb661b36b6,root,full-input automated screen; bounded body/closure panel screen; selected threads read fully
20,closed,completed,"[MEDIUM] No tests for sync, auto-consolidate, resolve",https://github.com/alphaonedev/ai-memory-mcp/issues/20,2026-04-02T20:09:55Z,1633fe210db0c6e5f6c418559afd6195447335e477979b768c1d9ba51c376aea,1,c178535a009d2e6fed3a0309bb36adc10f0645000965763bc5cf6b1493b76737,retrieval,full-input automated screen; bounded body/closure panel screen; selected threads read fully
23,closed,completed,[MEDIUM] UTF-8 boundary panic in validate_tags error message,https://github.com/alphaonedev/ai-memory-mcp/issues/23,2026-04-02T20:09:50Z,9d9e17811b95ca4cbf0f3fb6d7349ad194343cb5f792b8c68fc698a0d826e448,1,48b6664888bf823c444f90539ab00efd349a52787a7551d1d3ee4438db42d1d5,security,full-input automated screen; bounded body/closure panel screen; selected threads read fully
22,closed,completed,[MEDIUM] No concurrent access tests,https://github.com/alphaonedev/ai-memory-mcp/issues/22,2026-04-02T20:09:57Z,9e209d662ca0e305f97b8cc8f0fabcd78f2c75fbf6a72098294c98893b81cd3f,1,c7578b79f1b5def2b0832c52cd77f8342aa0deeaec7b6294e3cd18eca78b73b1,enterprise,full-input automated screen; bounded body/closure panel screen; selected threads read fully
25,closed,completed,[MEDIUM] No uniqueness check for consolidate IDs,https://github.com/alphaonedev/ai-memory-mcp/issues/25,2026-04-02T20:09:51Z,c91f7d7c5683fa30c19bfefaa6e631dc5126ff5f53e03dfbc08576ae81b86ae3,1,9a4af7d743228aa494352339b232a9df91dc1c759191402bb3686a9247d9b29b,root,full-input automated screen; bounded body/closure panel screen; selected threads read fully
24,closed,completed,[MEDIUM] Inconsistent error logging in handlers,https://github.com/alphaonedev/ai-memory-mcp/issues/24,2026-04-02T20:09:58Z,2e11d2eb4ca5686a65c4b9290d204141f77719f9f37b3eaabe965cf6f34f5c78,1,e6b4fddfda59d386b7e18f98e8ca7ddcf6707bf4ea1ed2a1b1e863ce46cd3093,retrieval,full-input automated screen; bounded body/closure panel screen; selected threads read fully
26,closed,completed,[LOW] No minimum ID length validation,https://github.com/alphaonedev/ai-memory-mcp/issues/26,2026-04-02T20:10:00Z,dc53e175bce348966aabf911b846b1d153c6aa8030ea68424234bb9c303adff4,1,867b85f5ee8dccb842660238273240b21039edf84229751c2c1f758c1219179b,security,full-input automated screen; bounded body/closure panel screen; selected threads read fully
27,closed,completed,[MEDIUM] Path traversal on sync remote_db,https://github.com/alphaonedev/ai-memory-mcp/issues/27,2026-04-02T20:09:51Z,4005c88b671450f79fbbb8d1e112cb01b4b7c134f258f0724331b259d99f2f5c,1,18400aa997f5dea3bad52a53d8502023ad5fd38965ca9a6185f8851dafed9a70,enterprise,full-input automated screen; bounded body/closure panel screen; selected threads read fully
28,closed,completed,[CRITICAL] Hook script command injection,https://github.com/alphaonedev/ai-memory-mcp/issues/28,2026-04-02T20:09:28Z,34149ddbb09c68361925c441060b9d985cc9311864e4d04e65e1355f6ceba6f0,1,209e09a3d35127ac5a462ef79d51e312575a3b44b19f0240fc1b520f5ccf3842,root,full-input automated screen; bounded body/closure panel screen; selected threads read fully
29,closed,completed,[LOW] sanitize_fts_query returns empty marker for all-special input,https://github.com/alphaonedev/ai-memory-mcp/issues/29,2026-04-02T20:10:01Z,ebacf0e67d6f960991330fa615a48434af5312f8bc0abb8b5fcd255604836f0e,1,8bcbb8c490455a0f6114748b0b41568d818a6fd124c9c0bc24a4c6b4ba9d8b32,retrieval,full-input automated screen; bounded body/closure panel screen; selected threads read fully
30,closed,completed,[HIGH] Race condition in insert()/insert_if_newer(),https://github.com/alphaonedev/ai-memory-mcp/issues/30,2026-04-02T20:09:31Z,a153bfb45c8f36b09996083e829f48c19e671ba074ed2311c0ae83ffa7f038b6,1,314f8a51752ba444f12e3898a9fb3b500f396a604ce5040dddb86247af8f064b,security,full-input automated screen; bounded body/closure panel screen; selected threads read fully
32,closed,completed,[LOW] Tags JSON corruption silently recovered,https://github.com/alphaonedev/ai-memory-mcp/issues/32,2026-04-02T20:10:03Z,3489d1b5aac3ff86dbaf76d2de974d372c710bfd5c6241a720f89db95e1cfbf9,1,04e77df994cb75c2095adbc2839543a73ad98e0631bae98b70dda3b27e179897,enterprise,full-input automated screen; bounded body/closure panel screen; selected threads read fully
31,closed,completed,[HIGH] Missing ID validation on promote endpoint,https://github.com/alphaonedev/ai-memory-mcp/issues/31,2026-04-02T20:09:34Z,24743aa34ebbf0dcf586e15b979989686ab05a90eceb91e5d77403db5d280755,1,dba0bb54b9053c002ef841ef82b9a1890209db45e321c81660e17e26ef486bf9,root,full-input automated screen; bounded body/closure panel screen; selected threads read fully
33,closed,completed,[LOW] access_count can overflow,https://github.com/alphaonedev/ai-memory-mcp/issues/33,2026-04-02T20:10:05Z,9ceb3c62a5daac1ce1d22d78adc835fadb208e79d076e9b3fe7a54619d75ecad,1,0864e794204dcfbcf3a9f32cbf0308c8837a420213214a40237472215a06fe7e,retrieval,full-input automated screen; bounded body/closure panel screen; selected threads read fully
35,closed,completed,[LOW] Temp DB files not cleaned on test panic,https://github.com/alphaonedev/ai-memory-mcp/issues/35,2026-04-02T20:10:06Z,1175dae532bbebf243f2e482376c02b6d733781cdf25ca6418749d5ae92c3041,1,55eebc517b373e36bc659885b1e7889331b293cad28880af287481e58f4017ae,security,full-input automated screen; bounded body/closure panel screen; selected threads read fully
34,closed,completed,[HIGH] Unvalidated since/until date parameters,https://github.com/alphaonedev/ai-memory-mcp/issues/34,2026-05-14T15:27:26Z,fd8404c0330b79fdbc103621f4fec3d1356d1c9150e275e2780f2120230b345d,2,30e02342344dac9de606aaeb6a1e5a4cc9ab7d0f3bf8c44a3e1fc6f2192ae114,enterprise,full-input automated screen; bounded body/closure panel screen; selected threads read fully
36,closed,completed,[LOW] Release opt-level=2 instead of 3,https://github.com/alphaonedev/ai-memory-mcp/issues/36,2026-04-02T20:10:08Z,24a067392a6191324e8cd0dadfb39ff08ca15ec844449e0356bebb4f01df0fe3,1,bdfad0e02360b985e153f304904cb9d8eb5e3607b4a996c90f553a67aea29214,root,full-input automated screen; bounded body/closure panel screen; selected threads read fully
38,closed,completed,[HIGH] No existence check in consolidate,https://github.com/alphaonedev/ai-memory-mcp/issues/38,2026-04-02T20:09:40Z,7e8f8109a072d6199e0f0bf0a1b9876b9de8d7b7e107fb77346308e36e9b7e8e,1,e1ea8908aa260469f88c95cba3dbc14e1af5c5f18da1f9025197118f84708810,retrieval,full-input automated screen; bounded body/closure panel screen; selected threads read fully
37,closed,completed,[LOW] CI missing Windows/ARM64/MSRV platforms,https://github.com/alphaonedev/ai-memory-mcp/issues/37,2026-04-02T20:10:09Z,186a0d3242cf47c3de18b4edd11ff5516639b2182540003adcc0207e178855b4,1,d03446e14f1925d96fe3fefc4e2f5eb3604b3149638c5a0eb8d3034eeaf684ab,security,full-input automated screen; bounded body/closure panel screen; selected threads read fully
39,closed,completed,[LOW] Benchmarks not run in CI,https://github.com/alphaonedev/ai-memory-mcp/issues/39,2026-04-02T20:10:10Z,a2f1f9dd542440b58cc113939eed4678bf03e71be53ae1d2934235ab2f28648e,1,51d8af993453569a28de61f6042cd8f388d8a86ed21a7803d7c9ce24deacd986,enterprise,full-input automated screen; bounded body/closure panel screen; selected threads read fully
40,closed,completed,[LOW] No audit logging for modifications,https://github.com/alphaonedev/ai-memory-mcp/issues/40,2026-04-02T20:10:12Z,7f96ee96eddcc447328de98d0714909d41a118d1cd0d3562961049596f880769,1,e6a40c6e2375ae1eebb76f4b6935cf6863bcddf5cacaa621a0e3d9f65fbef7c4,root,full-input automated screen; bounded body/closure panel screen; selected threads read fully
41,closed,completed,[HIGH] Export endpoint returns entire DB unbounded,https://github.com/alphaonedev/ai-memory-mcp/issues/41,2026-04-02T20:09:43Z,41bf204ef84a5f88f5dfa5f46cdde611235d107adb1d29b9f60d6109445349cd,1,6e68b40783b36fc996227ad8c8a762be7d4cb66affc1095ea26c865df973e6e2,retrieval,full-input automated screen; bounded body/closure panel screen; selected threads read fully
42,closed,completed,[HIGH] Export silently returns empty on error,https://github.com/alphaonedev/ai-memory-mcp/issues/42,2026-04-02T20:09:46Z,ea72c2838f856dcc908227806ed6dbb70527215348517900863207a4074cb7db,1,8244c000a0676d34aed3d50aa9fa4a93300b7aaa93938b0ca152d9951cabe34f,security,full-input automated screen; bounded body/closure panel screen; selected threads read fully
43,closed,completed,[CRITICAL] Unsafe mutable static in color.rs,https://github.com/alphaonedev/ai-memory-mcp/issues/43,2026-04-02T20:20:09Z,926c0c25d13e0566a62eb40c897560aa26a840ca9597a2e633e64df692765eac,1,13f08cb814cf99457700e4db3f7b7442f9ec5629b9a1b7e802d76988f0a245a2,enterprise,full-input automated screen; bounded body/closure panel screen; selected threads read fully
44,closed,completed,[HIGH] cmd_resolve() skips ID validation,https://github.com/alphaonedev/ai-memory-mcp/issues/44,2026-04-02T20:20:12Z,a098cf9a671e662b28dbe789517f8532409fb52353a002e932d698d84514fea5,1,ea4d68b98602f206f6d42b69627c2b183aca2914ea1d4d4c9f5e54441bbe8450,root,full-input automated screen; bounded body/closure panel screen; selected threads read fully
45,closed,completed,[HIGH] Sync pull/push skips link validation,https://github.com/alphaonedev/ai-memory-mcp/issues/45,2026-04-02T20:20:14Z,c78c4dc41c8f7ab9e528957d13b136fc6f2b223c411cd40860fbaf19beed9566,1,2ffcc329fda673928a3a05221054a445809b50469bcbfcd52bd2985cd5925f35,retrieval,full-input automated screen; bounded body/closure panel screen; selected threads read fully
46,closed,completed,[MEDIUM] FTS sanitizer missing pipe operator,https://github.com/alphaonedev/ai-memory-mcp/issues/46,2026-04-02T20:20:17Z,d59130ffb1dfab1f5b0c7c01495d447a1c129d69c8356845cc8b5f0d394004c8,1,76709825e07f32bceacd356f683be54434cfaf879fa40b34691c9ed7255152d8,security,full-input automated screen; bounded body/closure panel screen; selected threads read fully
47,closed,completed,[MEDIUM] migrate() not transactional,https://github.com/alphaonedev/ai-memory-mcp/issues/47,2026-04-02T20:20:19Z,dc8ca588df901e706704861408099d141e3d1ad1ef56b2d090273f1b8ce5261e,1,96d0dfc0ce2f972f401b6251d8005a62e6a20da0451bf498491a7a7f1d9bb2b1,enterprise,full-input automated screen; bounded body/closure panel screen; selected threads read fully
48,closed,completed,[MEDIUM] health_check() write side-effect,https://github.com/alphaonedev/ai-memory-mcp/issues/48,2026-04-02T20:20:22Z,ff268d226d71da94b6d8354f9656398a456ed57bc7b1da954b69881d6bf5caa7,1,719b902d3dc5988c34577272f26cb939af8b63dffe74117544d5a97b2ea6a5d6,root,full-input automated screen; bounded body/closure panel screen; selected threads read fully
49,closed,completed,[LOW] consolidate() double-reads IDs,https://github.com/alphaonedev/ai-memory-mcp/issues/49,2026-04-02T20:20:36Z,e02ba507a2a384702b414aba8c4d72686dea91e4a307e0633351b2eddf485abb,1,6e55bdb88153d1325efbbfa94763e0db76abe8690156c37c6f52c7a6748e424c,retrieval,full-input automated screen; bounded body/closure panel screen; selected threads read fully
50,closed,completed,[LOW] CI missing cargo-audit dependency scanning,https://github.com/alphaonedev/ai-memory-mcp/issues/50,2026-04-02T20:20:26Z,a42011a160c79a815cfa4c8ccef9603265120ca3604ae253beb256598ab6d360,1,cda1edbf2aed56f1b628448b98102a50638881d6bf9240d74de71b3282eddc06,security,full-input automated screen; bounded body/closure panel screen; selected threads read fully
51,closed,completed,[LOW] .gitignore missing sensitive file patterns,https://github.com/alphaonedev/ai-memory-mcp/issues/51,2026-04-02T20:20:28Z,e33e4a15c90e64a5b290b6a7e30c2556473ed1125d668c67755b695aa838bbb7,1,5b2fd6c2bc2190468bb077465a07a1b3c52c5b66109e7f1ab6fca85b976e8396,enterprise,full-input automated screen; bounded body/closure panel screen; selected threads read fully
52,closed,completed,[LOW] README default DB path incorrect,https://github.com/alphaonedev/ai-memory-mcp/issues/52,2026-04-02T20:26:33Z,4cd332646f29552178eb9eb308205cae8020c6fbe8c8bd92f8ab4bb83fb63210,1,d6f2606029b113d3583d5ad6f9c7cadd4cc649c96f1555b765198c6e44dbd454,root,full-input automated screen; bounded body/closure panel screen; selected threads read fully
53,closed,completed,[LOW] README security section missing hardening items,https://github.com/alphaonedev/ai-memory-mcp/issues/53,2026-04-02T20:26:36Z,14fea9277ac841ab0f52b0141d0ccdc4337460e51389ee3fab38e9dcf1b1c72a,1,433afdb881cfa244f2a01a2209f920bb047aa0c7937446c6b8cc974caf22426d,retrieval,full-input automated screen; bounded body/closure panel screen; selected threads read fully
54,closed,completed,[LOW] Systemd unit description still says Claude,https://github.com/alphaonedev/ai-memory-mcp/issues/54,2026-04-02T20:26:39Z,1f2be80e83cf8d350d8cd93fdda5887303deee51f0fed5cad73e1abc3ed065e6,1,8e0ef67f0b947f4679a525905dcddd95aa5ab2bb2e6ec1383e753c5ab4247da9,security,full-input automated screen; bounded body/closure panel screen; selected threads read fully
55,closed,completed,[LOW] Developer guide shows opt-level=2 instead of 3,https://github.com/alphaonedev/ai-memory-mcp/issues/55,2026-04-02T20:26:41Z,4d73ffe9ab93c8a99fe9c51f1d3d7f248a1db18ee5e14de11eb834aed58ae2bb,1,9248ac58639f88dc592811a9401c0836547b7514b8e96886c55bc8c988f685bc,enterprise,full-input automated screen; bounded body/closure panel screen; selected threads read fully
56,closed,completed,[LOW] GitHub Pages security section missing new hardening,https://github.com/alphaonedev/ai-memory-mcp/issues/56,2026-04-02T20:26:44Z,2ec027341eb4d7f116be1c8ce7b85df9a4a8d34e7ee00e4f53eaaed8c1723931,1,46f229d08f8826e5e3876626e4114ab172c82ff15af438e47fbabcf9bb343098,root,full-input automated screen; bounded body/closure panel screen; selected threads read fully
57,closed,completed,[MEDIUM] Integer overflow in consolidate access_count sum,https://github.com/alphaonedev/ai-memory-mcp/issues/57,2026-04-02T20:33:21Z,f4a1bc7f9e146fe1ce1abcdc00285dedf2b9bcb4860fee696e0e543bff076152,1,8e2345f8dfe12ddfa3950dcd4d88015af146bdcac48e4dfac2652c4cd75c8129,retrieval,full-input automated screen; bounded body/closure panel screen; selected threads read fully
58,closed,completed,[MEDIUM] Empty string bypasses NULL handling in update expires_at,https://github.com/alphaonedev/ai-memory-mcp/issues/58,2026-04-02T20:33:04Z,bc663742a81e76ade44fe399075f43b892eeb5e4750fdf1f867120e472abde3f,1,54e34b03dfdc48e2ade35331c8a0b8265e02aa4123cc92ed77c5f064916bce15,security,full-input automated screen; bounded body/closure panel screen; selected threads read fully
59,closed,completed,[LOW] Promote handler silently ignores expires_at clear error,https://github.com/alphaonedev/ai-memory-mcp/issues/59,2026-04-02T20:33:06Z,1d94b32af1fce093bb2932e0ec08b359533a92be41a6392ab6ae899df6d0a80e,1,d7af9b14a749c2fde0539005081b6c4914ecbd42d8968106ae7d15ed3984a157,enterprise,full-input automated screen; bounded body/closure panel screen; selected threads read fully
60,closed,completed,[LOW] Inconsistent default source between HTTP and MCP,https://github.com/alphaonedev/ai-memory-mcp/issues/60,2026-04-02T20:33:09Z,ab8ffacb2f60ca24f69efa087798d79f378c86d5c7ff2f00e6eee78a9619d1f7,1,ddd96f34cba795a6586db15dea373f49058bf657a6b974868bfd8788844bc252,root,full-input automated screen; bounded body/closure panel screen; selected threads read fully
61,closed,completed,"[LOW] Scoring formula docs missing MIN(access_count, 50) cap",https://github.com/alphaonedev/ai-memory-mcp/issues/61,2026-04-02T20:33:12Z,27d0162aec77d9537bbdd262123bd990c32dee24e5aff8e8051494fbb49713da,1,0dae213f8c7570c87dc5f330e1bdca085413b7e6efde80c43fdd05fe5e8d6563,retrieval,full-input automated screen; bounded body/closure panel screen; selected threads read fully
62,closed,completed,[LOW] ASCII art logo still showed claude-memory,https://github.com/alphaonedev/ai-memory-mcp/issues/62,2026-04-02T20:33:14Z,40f9d8dcfaa2a29752fd59e4cc6705c9dc692cddad278ec33ab29f1eea635eb3,1,50f2d2741c2d83efc30e2a2ac81a66f6ad0ed188f438e6a5c8c9b35204ad4fb9,security,full-input automated screen; bounded body/closure panel screen; selected threads read fully
63,closed,completed,[LOW] cargo fmt violations across 5 source files,https://github.com/alphaonedev/ai-memory-mcp/issues/63,2026-04-02T20:41:09Z,607d03d805d69e295b086422b77549197c7842313e42b2a26825aabc987cde0c,1,4761d472d9bc5e25e42602c8bb893a39414f0f0fa5419bbef1a02a251c4fb862,enterprise,full-input automated screen; bounded body/closure panel screen; selected threads read fully
64,closed,completed,[FEATURE] Add MCP integration instructions for Claude Code,https://github.com/alphaonedev/ai-memory-mcp/issues/64,2026-04-02T20:51:12Z,ea3f68f1c4cff90a621bfd739f5848c9aee6490a71bc72c7a9fdc92a973fbdce,1,0c61c45d3f16db58f1a5c1c1b2eceb6f55761421c3356301695f4c4a2b5f3550,root,full-input automated screen; bounded body/closure panel screen; selected threads read fully
65,closed,completed,[FEATURE] Add MCP integration instructions for OpenAI Codex CLI,https://github.com/alphaonedev/ai-memory-mcp/issues/65,2026-04-02T20:51:15Z,760002dda75b0597f0242cc0b5ffe98309674a17cb2b1d9d72afa6af784afbc9,1,c794c1cab3aaee1719274385c0c8085a25a2e5e15cc5a0716b7156e74f19c17f,retrieval,full-input automated screen; bounded body/closure panel screen; selected threads read fully
66,closed,completed,[FEATURE] Add MCP integration instructions for Google Gemini CLI,https://github.com/alphaonedev/ai-memory-mcp/issues/66,2026-04-02T20:51:17Z,6b298f0b05640c89979d38bb461a94cad970553c4fb70ac874f0e663d6e7e6f7,1,606b1e512d99e9e0e0a9c925a70ab6ee080fc4782e9540fab2d1552922372b92,security,full-input automated screen; bounded body/closure panel screen; selected threads read fully
67,closed,completed,[FEATURE] Add MCP integration instructions for xAI Grok,https://github.com/alphaonedev/ai-memory-mcp/issues/67,2026-04-02T20:51:20Z,22ae6eea31630331f1669f00e3fb07c8bfc9b1aacd7f3c015e7d3e7e42098a61,1,d7d3fac2ba98d288badd3833d11c6c156a23adeccb0d0d9915b558e8bc5777c5,enterprise,full-input automated screen; bounded body/closure panel screen; selected threads read fully
68,closed,completed,[FEATURE] Add MCP integration instructions for Cursor IDE,https://github.com/alphaonedev/ai-memory-mcp/issues/68,2026-04-02T20:51:23Z,e2b0fa0c3dd346dec2f30820bd986e3d03f82673fb997d097439a909e279c7f0,1,3d8a3717d844941ca5c0222b96d8c253d6c79217ae38416f0717fbb693259efa,root,full-input automated screen; bounded body/closure panel screen; selected threads read fully
69,closed,completed,[FEATURE] Add MCP integration instructions for Windsurf (Codeium),https://github.com/alphaonedev/ai-memory-mcp/issues/69,2026-04-02T20:51:26Z,ea1aa59e76cabea58f7cdc5c315589e8a006c642acf8c7db9d5b6c3d10c459ab,1,c4da61596201c2012fa6b46af1e459feda8004f971c4497b14a385ca33ee6476,retrieval,full-input automated screen; bounded body/closure panel screen; selected threads read fully
70,closed,completed,[FEATURE] Add MCP integration instructions for Continue.dev,https://github.com/alphaonedev/ai-memory-mcp/issues/70,2026-04-02T20:51:28Z,7c2f1833b1fefb732a4cfdfd45dc66c44f4cf47b96ce06e6e988e53a68673483,1,3e42a5af9ff4328209ca69925be9e266116b366aecb79aaefd825587cbe284c1,security,full-input automated screen; bounded body/closure panel screen; selected threads read fully
71,closed,completed,[FEATURE] Add MCP integration instructions for META Llama,https://github.com/alphaonedev/ai-memory-mcp/issues/71,2026-04-02T20:51:31Z,ccd64e5bd9f600979063c92adc53682014405ddaab7f645bcfb9b4f19cc9b27c,1,8118f208e748b221ff114c0f82e446cbc8e5403a64157f911f77e1a865e743cf,enterprise,full-input automated screen; bounded body/closure panel screen; selected threads read fully
72,closed,completed,[FEATURE] Add MCP integration instructions for Generic MCP client,https://github.com/alphaonedev/ai-memory-mcp/issues/72,2026-04-02T20:51:38Z,fa67fb6b0be38904ee6d7fc7c1609ccfcbc1e8a23d1845a29282caab7c72dffd,1,0e3cfe23b1860746781b3be7ee708d8fc5c840bd91669f6d97bd810a8c7c0188,root,full-input automated screen; bounded body/closure panel screen; selected threads read fully
